smiles,ic50,glide_ROCK2_6ED6,glide_ROCK2_6ED6_3f,glide_ROCK2_4WOT,vina_ROCK2_6ED6,vina_ROCK2_6ED6_3f,vina_ROCK2_4WOT,cluster
FC(F)(F)Oc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,1610.0,-8.82337,-9.99038,-8.40236,-12.282,-12.619,-12.475,0
Nc1ccccc1CN1CCCC(Nc2ccc3[nH]ncc3c2)C1,85.0,-7.55879,-9.56231,-6.15583,-10.299,-10.998,-10.986,0
Nc1ccccc1CNC(=O)c1ccc2c(c1)OCc1cnccc1-2,37.6,-7.71143,-7.89923,-9.33994,-11.758,-11.861,-11.547,1
Nc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,35.0,-7.88907,-8.3035,-8.95951,-10.964,-11.554,-11.552,0
Nc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,10.0,-7.80017,-9.16096,-9.5615,-10.773,-11.688,-10.782,0
Nc1ccc(CNC(=O)c2ccc3c(c2)OCc2cnccc2-3)cc1,643.0,-9.51185,-8.52882,-9.37829,-11.124,-11.713,-11.395,1
Nc1cc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)ccc1Cl,29.4,-8.11352,-7.74133,-8.4496,-10.991,-12.34,-11.182,0
N#Cc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,1230.0,-8.80068,-9.25886,-8.88804,-11.548,-12.604,-11.813,0
NCc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,282.0,-9.13034,-8.91315,-6.62022,-11.891,-12.119,-11.911,0
NCc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,208.0,-8.77763,-9.89532,-8.73665,-11.518,-12.395,-11.783,0
N#Cc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,2760.0,-7.45523,-8.48828,-7.6056,-10.825,-11.753,-11.843,0
NCCOc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,1680.0,-8.30961,-9.05169,-8.77079,-12.674,-13.466,-13.186,0
NC(=O)c1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,472.0,-8.38168,-8.22614,-9.36305,-11.787,-12.365,-11.869,0
NC(=O)c1cccc(CNC(=O)c2ccc3c(c2)OCc2cnccc2-3)c1,2.24,-10.0406,-9.39434,-8.17005,-12.614,-12.609,-12.316,1
NS(=O)(=O)c1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,435.0,-7.06519,-8.09772,-9.07899,-12.256,-12.834,-12.561,0
NS(=O)(=O)c1cccc(CNC(=O)c2ccc3c(c2)OCc2cnccc2-3)c1,4.95,-8.81098,-9.84989,-8.16739,-12.757,-12.459,-12.649,1
NS(=O)(=O)c1ccc(CNC(=O)c2ccc3c(c2)OCc2cnccc2-3)cc1,537.0,-6.92501,-7.33289,-5.50291,-12.365,-12.264,-12.62,1
O=C(NCc1ccccc1O)c1ccc2c(c1)OCc1cnccc1-2,75.5,-5.94517,-6.85726,-7.02012,-12.421,-12.231,-11.95,1
Oc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,156.0,-4.32077,-5.83198,-8.74877,-11.445,-11.98,-11.843,0
O=C(NCc1cccc(O)c1)c1ccc2c(c1)OCc1cnccc1-2,0.81,-9.33032,-9.90813,-10.3139,-12.024,-12.074,-12.197,1
O=C(NCc1ccc(O)cc1)c1ccc2c(c1)OCc1cnccc1-2,38.1,-5.74188,-8.10776,-7.67205,-12.13,-11.901,-11.55,1
Oc1cc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)ccc1I,660.0,-8.15297,-8.45471,-8.61228,-10.644,-11.184,-11.311,0
OCc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,588.0,-8.43764,-9.03093,-10.275,-11.157,-11.671,-11.517,0
OCC#Cc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,4400.0,-8.43619,-9.59376,-9.68641,-11.672,-12.725,-12.205,0
OCCCOc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,274.0,-8.68573,-8.12715,-8.84197,-12.325,-13.213,-14.289,0
O=C(CNC(=O)c1ccc2c(c1)OCc1cnccc1-2)c1ccccc1,682.0,-6.38399,-5.751,-8.44091,-11.842,-12.274,-11.917,1
OCCOc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,328.0,-8.74383,-9.70721,-8.66161,-12.28,-13.199,-13.435,0
OCCOc1cccc(CN2CCC[C@H](Nc3ccc4[nH]ncc4c3)C2)c1,354.0,-8.96753,-8.77661,-8.31382,-12.16,-12.987,-12.671,0
OCCOc1cccc(CN2CCC[C@@H](Nc3ccc4[nH]ncc4c3)C2)c1,406.0,-5.24811,-7.86815,-8.46039,-12.345,-12.788,-13.253,0
OCCOc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,2410.0,-9.55009,-10.3015,-9.82631,-11.122,-11.685,-11.85,0
O=C(NCc1cc2ccccn2n1)c1ccc2c(c1)OCc1cnccc1-2,7070.0,-9.79049,-9.51576,-9.14972,-11.63,-12.42,-12.176,1
O=C(NCc1ccc2c(c1)OCO2)c1ccc2c(c1)OCc1cnccc1-2,75.0,-8.73444,-9.47316,-8.86174,-11.817,-12.483,-11.987,1
O=C(NCc1ccccc1)c1ccc2c(c1)OCc1cnccc1-2,29.4,-7.80017,-9.16096,-9.5615,-12.091,-11.628,-11.585,1
O=C(NCc1cccc(-c2ccccc2)c1)c1ccc2c(c1)OCc1cnccc1-2,1370.0,-9.2111,-8.34017,-7.75705,-13.785,-14.165,-14.274,1
O=C(NCc1ccccc1-c1ccccc1)c1ccc2c(c1)OCc1cnccc1-2,404.0,-8.91983,-9.83554,-9.09344,-13.525,-12.969,-12.423,1
N#Cc1ccc(CNC(=O)c2ccc3c(c2)OCc2cnccc2-3)cc1,3920.0,-6.69226,-7.63177,-7.0917,-11.226,-11.714,-11.743,1
O=C(NCc1cccc(C(=O)N2CCC2)c1)c1ccc2c(c1)OCc1cnccc1-2,33.8,-10.2155,-10.1039,-8.64492,-12.974,-13.169,-12.512,1
O=C(NCc1cccc(C(=O)N2CCCC2)c1)c1ccc2c(c1)OCc1cnccc1-2,120.0,-8.15207,-9.46352,-9.56245,-13.159,-13.229,-12.954,1
O=C(NCc1cccc(C(=O)N2CCCCC2)c1)c1ccc2c(c1)OCc1cnccc1-2,583.0,-9.3379,-10.3533,-8.79146,-13.407,-13.612,-13.593,1
O=C(NCc1cccc(C(=O)NC2CC2)c1)c1ccc2c(c1)OCc1cnccc1-2,2.58,-8.77833,-9.82516,-8.42353,-13.741,-13.969,-13.097,1
O=C(NCc1ccccn1)c1ccc2c(c1)OCc1cnccc1-2,1790.0,-8.71404,-9.72922,-8.59749,-11.265,-11.329,-11.005,1
O=C(NCc1cccc(Oc2ccccc2)c1)c1ccc2c(c1)OCc1cnccc1-2,17.5,-8.35149,-9.13505,-8.08986,-14.893,-13.931,-14.54,1
O=C(NCc1cccnc1)c1ccc2c(c1)OCc1cnccc1-2,199.0,-8.93235,-10.1946,-8.54219,-11.153,-11.397,-11.066,1
O=C(NCc1ccco1)c1ccc2c(c1)OCc1cnccc1-2,165.0,-8.14815,-8.81793,-9.13488,-11.255,-11.157,-11.015,1
O=C(NCc1ccc(=O)[nH]c1)c1ccc2c(c1)OCc1cnccc1-2,2280.0,-7.35681,-7.44952,-7.99281,-11.366,-12.167,-11.44,1
O=C(NCc1cccs1)c1ccc2c(c1)OCc1cnccc1-2,37.2,-6.96325,-9.69159,-9.27549,-11.168,-11.088,-11.004,1
O=C(NCc1ccncc1)c1ccc2c(c1)OCc1cnccc1-2,177.0,-9.79664,-9.3202,-8.64387,-11.135,-11.329,-10.953,1
O=C(NCc1ccoc1)c1ccc2c(c1)OCc1cnccc1-2,170.0,-7.98445,-8.73684,-9.25533,-10.668,-11.017,-10.627,1
O=C(NCc1cc(-c2ccccc2)on1)c1ccc2c(c1)OCc1cnccc1-2,4340.0,-8.7019,-10.2038,-9.29157,-13.175,-13.757,-13.327,1
O=C(NCc1ccsc1)c1ccc2c(c1)OCc1cnccc1-2,31.9,-9.88533,-9.3924,-8.16952,-11.133,-10.855,-10.943,1
O=C(NCc1c[nH]c2ccccc12)c1ccc2c(c1)OCc1cnccc1-2,378.0,-6.33552,-7.99333,-7.92933,-12.334,-12.446,-12.356,1
O=C(NCc1cn[nH]c1)c1ccc2c(c1)OCc1cnccc1-2,1620.0,-9.17071,-10.3728,-10.3444,-10.837,-11.175,-10.761,1
O=C(NCc1csc2ccccc12)c1ccc2c(c1)OCc1cnccc1-2,106.0,-8.48089,-9.33388,-9.35341,-12.226,-11.979,-11.937,1
O=C(NCc1nc2ccccc2o1)c1ccc2c(c1)OCc1cnccc1-2,458.0,-10.2192,-10.6516,-9.18082,-11.725,-12.493,-12.297,1
O=C(NCc1ncc[nH]1)c1ccc2c(c1)OCc1cnccc1-2,1080.0,-9.72435,-9.41824,-8.38358,-10.953,-11.1,-10.951,1
O=C(NCc1ncc(-c2ccccc2)[nH]1)c1ccc2c(c1)OCc1cnccc1-2,1210.0,-6.60268,-8.63424,-6.88739,-13.481,-13.729,-13.95,1
O=C(NCc1ncco1)c1ccc2c(c1)OCc1cnccc1-2,368.0,-9.38934,-11.0657,-9.35177,-11.085,-11.048,-10.809,1
O=C(NCc1nccs1)c1ccc2c(c1)OCc1cnccc1-2,106.0,-8.25629,-8.23067,-8.49262,-11.071,-11.027,-10.886,1
O=C(NCc1nnc(-c2ccccc2)o1)c1ccc2c(c1)OCc1cnccc1-2,2780.0,-9.38934,-11.0657,-9.35177,-13.421,-13.611,-13.926,1
O=C(NCc1n[nH]c2ccccc12)c1ccc2c(c1)OCc1cnccc1-2,411.0,-8.12364,-9.40681,-8.8433,-12.633,-12.806,-12.382,1
O=C(NCCc1ccccc1)c1ccc2c(c1)OCc1cnccc1-2,49.1,-7.36714,-8.67768,-8.26353,-11.902,-11.974,-11.78,1
O=C(NCC(c1ccccc1)c1ccccc1)c1ccc2c(c1)OCc1cnccc1-2,486.0,-7.77928,-9.26601,-8.93797,-13.453,-12.659,-12.638,1
O=C(NCCCc1ccccc1)c1ccc2c(c1)OCc1cnccc1-2,238.0,-8.57928,-9.14839,-7.03513,-12.581,-12.494,-12.331,1
O=C(NCCNc1ccccc1)c1ccc2c(c1)OCc1cnccc1-2,233.0,-8.53376,-9.34691,-8.69331,-12.19,-12.651,-12.591,1
O=C(NCCOc1ccccc1)c1ccc2c(c1)OCc1cnccc1-2,149.0,-8.46471,-8.42892,-6.81154,-12.58,-12.567,-12.382,1
O=C(O)c1cccc(CNC(=O)c2ccc3c(c2)COc2cnccc2-3)c1,2.87,-7.7229,-9.5679,-8.77668,-12.798,-12.626,-12.431,1
O=C(O)c1cccc(CNC(=O)c2ccc3c(c2)OCc2cnccc2-3)c1,25.5,-9.61088,-9.30714,-4.91239,-12.595,-12.572,-12.692,1
O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1ccc2c(c1)OCc1cnccc1-2,516.0,-9.59953,-9.34522,-9.55418,-12.985,-12.273,-12.66,1
O=C(O)COc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,310.0,-9.431,-7.69182,-7.9755,-12.5,-13.181,-13.022,0
OC(O)COc1cccc(CN2CCC[C@H](Nc3ccc4[nH]ncc4c3)C2)c1,323.0,-8.00765,-9.35196,-9.22653,-12.852,-13.746,-12.973,0
O=C(O)COc1cccc(CN2CCC[C@@H](Nc3ccc4[nH]ncc4c3)C2)c1,879.0,-8.94077,-9.31704,-9.73945,-12.58,-13.331,-13.351,0
O=[N+]([O-])c1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1,3.0,-9.53533,-9.07903,-8.48461,-11.534,-12.508,-11.1,0
O=C(NCc1cccc([N+](=O)[O-])c1)c1ccc2c(c1)OCc1cnccc1-2,55.5,-9.17176,-3.29837,-5.19667,-13.125,-12.109,-12.186,1
O=[N+]([O-])c1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1,87.0,-8.35811,-9.21807,-8.46873,-11.972,-12.624,-11.841,0
O=C(NCc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)OCc1cnccc1-2,291.0,-9.04444,-9.22529,-8.6126,-11.877,-12.311,-12.207,1
