source,smiles,similarity,qed,sa,ds,epoch,mean_score,mean_score1
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,5,-7.0759,0.6371747004221852
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,5,-7.0759,0.6371747004221852
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,5,-7.0759,0.6371747004221852
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,5,-7.0759,0.6371747004221852
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Fc1ccc(C(=O)NN)cc1COc1ccccc1,0.6627450980392157,0.5018558358547001,1.7629361230116949,-7.169,5,-7.0759,0.6371747004221852
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Fc1ccc(C(=O)NN)cc1CNc1ccccc1,0.6431535269709544,0.44696310579583515,1.8132386871142607,-7.041,5,-7.0759,0.6371747004221852
NSC(=O)c1ccc(F)c(COc2ccccc2)c1,OCC(=O)c1ccc(F)c(COc2ccccc2)c1,0.62708719851577,0.8403857160326964,1.8238822768578515,-6.84,5,-7.0759,0.6371747004221852
OCC(=O)c1ccc(F)c(COc2ccccc2)c1,OCC(CO)c1ccc(F)c(COc2ccccc2)c1,0.7541322314049587,0.8518557306485589,2.0582242974157285,-6.828,5,-7.0759,0.6371747004221852
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)N)=Cc1NCc1ccccc1,0.8943488943488943,0.8629089918568129,1.5518579599285651,-6.816,5,-7.0759,0.6371747004221852
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)N)=Cc1COc1ccccc1,0.9039408866995073,0.8942605477308352,1.5995321680733632,-6.766,5,-7.0759,0.6371747004221852
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,6,-7.1183000000000005,0.6079374458865234
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,6,-7.1183000000000005,0.6079374458865234
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,6,-7.1183000000000005,0.6079374458865234
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,6,-7.1183000000000005,0.6079374458865234
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Fc1ccc(C(=O)NN)cc1COc1ccccc1,0.6627450980392157,0.5018558358547001,1.7629361230116949,-7.169,6,-7.1183000000000005,0.6079374458865234
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NO)cc1COc1ccccc1,0.8247191011235955,0.6536751265009452,1.7420771486527222,-7.112,6,-7.1183000000000005,0.6079374458865234
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Fc1ccc(C(=O)NN)cc1CNc1ccccc1,0.6431535269709544,0.44696310579583515,1.8132386871142607,-7.041,6,-7.1183000000000005,0.6079374458865234
OCC(CO)c1ccc(F)c(COc2ccccc2)c1,N=C(CO)c1ccc(F)c(COc2ccccc2)c1,0.7647058823529411,0.8111218677300849,2.1973720204475953,-6.894,6,-7.1183000000000005,0.6079374458865234
NSC(=O)c1ccc(F)c(COc2ccccc2)c1,OCC(=O)c1ccc(F)c(COc2ccccc2)c1,0.62708719851577,0.8403857160326964,1.8238822768578515,-6.84,6,-7.1183000000000005,0.6079374458865234
OCC(=O)c1ccc(F)c(COc2ccccc2)c1,OCC(CO)c1ccc(F)c(COc2ccccc2)c1,0.7541322314049587,0.8518557306485589,2.0582242974157285,-6.828,6,-7.1183000000000005,0.6079374458865234
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,7,-7.1748,0.5727912266264588
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1OCc1ccccc1,0.30974842767295596,0.5003935380479131,1.6538540717296435,-7.393,7,-7.1748,0.5727912266264588
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,7,-7.1748,0.5727912266264588
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,7,-7.1748,0.5727912266264588
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,7,-7.1748,0.5727912266264588
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Fc1ccc(C(=O)NN)cc1COc1ccccc1,0.6627450980392157,0.5018558358547001,1.7629361230116949,-7.169,7,-7.1748,0.5727912266264588
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NO)cc1COc1ccccc1,0.8247191011235955,0.6536751265009452,1.7420771486527222,-7.112,7,-7.1748,0.5727912266264588
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Fc1ccc(C(=O)NN)cc1CNc1ccccc1,0.6431535269709544,0.44696310579583515,1.8132386871142607,-7.041,7,-7.1748,0.5727912266264588
OCC(CO)c1ccc(F)c(COc2ccccc2)c1,N=C(CO)c1ccc(F)c(COc2ccccc2)c1,0.7647058823529411,0.8111218677300849,2.1973720204475953,-6.894,7,-7.1748,0.5727912266264588
NSC(=O)c1ccc(F)c(COc2ccccc2)c1,OCC(=O)c1ccc(F)c(COc2ccccc2)c1,0.62708719851577,0.8403857160326964,1.8238822768578515,-6.84,7,-7.1748,0.5727912266264588
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1OCc1ccccc1,0.30974842767295596,0.5003935380479131,1.6538540717296435,-7.393,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NO)cc1OCc1ccccc1,0.8318965517241379,0.6536751265009452,1.6634745845501584,-7.207,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Fc1ccc(C(=O)NN)cc1COc1ccccc1,0.6627450980392157,0.5018558358547001,1.7629361230116949,-7.169,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NO)cc1COc1ccccc1,0.8247191011235955,0.6536751265009452,1.7420771486527222,-7.112,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Fc1ccc(C(=O)NN)cc1CNc1ccccc1,0.6431535269709544,0.44696310579583515,1.8132386871142607,-7.041,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NO)cc1CNc1ccccc1,Cc1ccc(S(=O)NO)cc1CNc1ccccc1,0.3996569468267582,0.7356384553978251,2.950975091366953,-6.989,8,-7.221000000000001,0.5465718264400576
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1OCc1ccccc1,0.30974842767295596,0.5003935380479131,1.6538540717296435,-7.393,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NO)cc1OCc1ccccc1,0.8318965517241379,0.6536751265009452,1.6634745845501584,-7.207,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NN)cc1O-c1ccccc1,0.5544933078393881,0.49318931849483005,1.6898335255394272,-7.179,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Fc1ccc(C(=O)NN)cc1COc1ccccc1,0.6627450980392157,0.5018558358547001,1.7629361230116949,-7.169,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NO)cc1COc1ccccc1,0.8247191011235955,0.6536751265009452,1.7420771486527222,-7.112,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Fc1ccc(C(=O)NN)cc1CNc1ccccc1,0.6431535269709544,0.44696310579583515,1.8132386871142607,-7.041,9,-7.239999999999999,0.5223269127497583
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.427,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1OCc1ccccc1,0.30974842767295596,0.5003935380479131,1.6538540717296435,-7.393,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NO)cc1OCc1ccccc1,0.8318965517241379,0.6536751265009452,1.6634745845501584,-7.207,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NN)cc1O-c1ccccc1,0.5544933078393881,0.49318931849483005,1.6898335255394272,-7.179,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Fc1ccc(C(=O)NN)cc1COc1ccccc1,0.6627450980392157,0.5018558358547001,1.7629361230116949,-7.169,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NO)cc1COc1ccccc1,0.8247191011235955,0.6536751265009452,1.7420771486527222,-7.112,10,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.427,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1OCc1ccccc1,0.30974842767295596,0.5003935380479131,1.6538540717296435,-7.393,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NO)cc1OCc1ccccc1,0.8318965517241379,0.6536751265009452,1.6634745845501584,-7.207,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NN)cc1O-c1ccccc1,0.5544933078393881,0.49318931849483005,1.6898335255394272,-7.179,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Fc1ccc(C(=O)NN)cc1COc1ccccc1,0.6627450980392157,0.5018558358547001,1.7629361230116949,-7.169,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NO)cc1COc1ccccc1,0.8247191011235955,0.6536751265009452,1.7420771486527222,-7.112,11,-7.278599999999999,0.5244917760383099
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.427,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1OCc1ccccc1,0.30974842767295596,0.5003935380479131,1.6538540717296435,-7.393,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1-c1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.8004807692307693,0.6118831795075809,1.6387733126097856,-7.338,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NO)cc1OCc1ccccc1,0.8318965517241379,0.6536751265009452,1.6634745845501584,-7.207,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NN)cc1O-c1ccccc1,0.5544933078393881,0.49318931849483005,1.6898335255394272,-7.179,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Fc1ccc(C(=O)NN)cc1COc1ccccc1,0.6627450980392157,0.5018558358547001,1.7629361230116949,-7.169,12,-7.3012,0.5203125813389734
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.427,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1OCc1ccccc1,0.30974842767295596,0.5003935380479131,1.6538540717296435,-7.393,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NO)cc1-c1ccccc1,Cc1ccc(C(=O)NO)cc1Oc1ccccc1,0.335676625659051,0.6433419893987855,1.7000199508787919,-7.343,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NN)cc1-c1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.8004807692307693,0.6118831795075809,1.6387733126097856,-7.338,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NO)cc1OCc1ccccc1,0.8318965517241379,0.6536751265009452,1.6634745845501584,-7.207,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NN)cc1O-c1ccccc1,0.5544933078393881,0.49318931849483005,1.6898335255394272,-7.179,13,-7.318599999999999,0.534461196693382
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Fc1ccc(C(=O)NN)cc1-c1ccccc1,0.27848101265822783,0.4712874759931666,1.6705329279944028,-7.82,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.427,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NO)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1NCc1ccccc1,0.814317673378076,0.4455759387211141,1.6874309948065687,-7.426,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1OCc1ccccc1,0.30974842767295596,0.5003935380479131,1.6538540717296435,-7.393,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NO)cc1-c1ccccc1,Cc1ccc(C(=O)NO)cc1Oc1ccccc1,0.335676625659051,0.6433419893987855,1.7000199508787919,-7.343,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NN)cc1-c1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.8004807692307693,0.6118831795075809,1.6387733126097856,-7.338,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NN)cc1CNc1ccccc1,Cc1ccc(C(=O)NO)cc1CNc1ccccc1,0.8111380145278451,0.5819716608122717,1.8029027896783631,-7.333,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NN)cc1NCc1ccccc1,Cc1ccc(C(=O)NN)cc1COc1ccccc1,0.31766612641815234,0.5003935380479131,1.732456635832209,-7.272,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NN)cc1COc1ccccc1,Cc1ccc(C(=O)NN)cc1CNc1ccccc1,0.45880149812734083,0.4455759387211141,1.7932822768578518,-7.268,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NN)cc1OCc1ccccc1,Cc1ccc(C(=O)NO)cc1OCc1ccccc1,0.8318965517241379,0.6536751265009452,1.6634745845501584,-7.207,14,-7.3827,0.5322710124432156
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Fc1ccc(C(=O)NN)cc1-c1ccccc1,0.27848101265822783,0.4712874759931666,1.6705329279944028,-7.82,15,-7.407500000000001,0.5532390496869779
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NC(=O)Oc1ccc(F)c(-c2ccccc2)c1,0.32220367278797996,0.863355498938569,1.7544290818405575,-7.455,15,-7.407500000000001,0.5532390496869779
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.427,15,-7.407500000000001,0.5532390496869779
