source,smiles,similarity,qed,sa,ds,epoch,mean_score,mean_score1,rank,distance
Fc1ccc(S(=O)NN)cc1COc1ccccc1,NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.4276206322795341,0.9200371238111739,1.8295309948065697,-6.305,25,-7.048299999999999,0.7304079533516845,0.0,inf
COC(=O)c1ccc(C)c(O-c2ccccc2)c1,COC(=O)c1ccc(C)c(-c2ccccc2)c1,0.31616341030195383,0.7330043306922945,1.450852158763631,-6.291,25,-7.048299999999999,0.7304079533516845,0.0,inf
NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,NS(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.6242424242424243,0.9145299827408346,2.686257142649005,-6.818,25,-7.048299999999999,0.7304079533516845,0.0,inf
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.428,25,-7.048299999999999,0.7304079533516845,0.0,inf
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NNC(=O)c1ccc(F)c(-c2ccccc2)c1,1.0,0.4712874759931666,1.6705329279944028,-7.812,25,-7.048299999999999,0.7304079533516845,0.0,inf
Cc1ccc(C(=O)NN)cc1Oc1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.27212020033388984,0.6118831795075809,1.6387733126097856,-7.335,25,-7.048299999999999,0.7304079533516845,0.0,0.5556441634384619
Cc1ccc(C(=O)NN)cc1-c1ccccc1,Cc1ccc(C(=O)/N)cc1-c1ccccc1,0.8903743315508021,0.8150422664976107,1.4784161676560235,-6.594,25,-7.048299999999999,0.7304079533516845,0.0,0.44636619985340387
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NC(=O)Oc1ccc(F)c(-c2ccccc2)c1,0.32220367278797996,0.863355498938569,1.7544290818405575,-7.46,25,-7.048299999999999,0.7304079533516845,0.0,0.3950098974924967
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NO)cc1Oc1ccccc1,0.8079625292740047,0.6433419893987855,1.7000199508787919,-7.337,25,-7.048299999999999,0.7304079533516845,0.0,0.36594497394888936
NNC(=O)c1ccc(F)c(-c2ccccc2)c1,NC(=O)Cc1ccc(F)c(-c2ccccc2)c1,0.539651837524178,0.8629859472554772,1.6748886972251729,-7.103,25,-7.048299999999999,0.7304079533516845,0.0,0.28583460378599335
Fc1ccc(S(=O)NN)cc1COc1ccccc1,NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.4276206322795341,0.9200371238111739,1.8295309948065697,-6.305,26,-7.050399999999999,0.7262685357931513,0.0,inf
COC(=O)c1ccc(C)c(O-c2ccccc2)c1,COC(=O)c1ccc(C)c(-c2ccccc2)c1,0.31616341030195383,0.7330043306922945,1.450852158763631,-6.291,26,-7.050399999999999,0.7262685357931513,0.0,inf
NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,NS(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.6242424242424243,0.9145299827408346,2.686257142649005,-6.818,26,-7.050399999999999,0.7262685357931513,0.0,inf
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.428,26,-7.050399999999999,0.7262685357931513,0.0,inf
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NNC(=O)c1ccc(F)c(-c2ccccc2)c1,1.0,0.4712874759931666,1.6705329279944028,-7.812,26,-7.050399999999999,0.7262685357931513,0.0,inf
Cc1ccc(C(=O)NN)cc1Oc1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.27212020033388984,0.6118831795075809,1.6387733126097856,-7.335,26,-7.050399999999999,0.7262685357931513,0.0,0.5556441634384619
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NC(=O)Oc1ccc(F)c(-c2ccccc2)c1,0.32220367278797996,0.863355498938569,1.7544290818405575,-7.46,26,-7.050399999999999,0.7262685357931513,0.0,0.4714789796189075
Cc1ccc(C(=O)NN)cc1-c1ccccc1,Cc1ccc(C(=O)/N)cc1-c1ccccc1,0.8903743315508021,0.8150422664976107,1.4784161676560235,-6.594,26,-7.050399999999999,0.7262685357931513,0.0,0.4085039790540852
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NO)cc1Oc1ccccc1,0.8079625292740047,0.6433419893987855,1.7000199508787919,-7.337,26,-7.050399999999999,0.7262685357931513,0.0,0.3938362823395949
Cc1ccc(C(=O)/N)cc1-c1ccccc1,Fc1ccc(C(N)=O)cc1-c1ccccc1,0.6139954853273137,0.8215917716701449,1.5238377061175647,-7.124,26,-7.050399999999999,0.7262685357931513,0.0,0.37977686034310415
Fc1ccc(S(=O)NN)cc1COc1ccccc1,NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.4276206322795341,0.9200371238111739,1.8295309948065697,-6.305,27,-7.0354,0.734368258402547,0.0,inf
COC(=O)c1ccc(C)c(O-c2ccccc2)c1,COC(=O)c1ccc(C)c(-c2ccccc2)c1,0.31616341030195383,0.7330043306922945,1.450852158763631,-6.291,27,-7.0354,0.734368258402547,0.0,inf
NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,NS(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.6242424242424243,0.9145299827408346,2.686257142649005,-6.818,27,-7.0354,0.734368258402547,0.0,inf
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.428,27,-7.0354,0.734368258402547,0.0,inf
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NNC(=O)c1ccc(F)c(-c2ccccc2)c1,1.0,0.4712874759931666,1.6705329279944028,-7.812,27,-7.0354,0.734368258402547,0.0,inf
Cc1ccc(C(=O)NN)cc1Oc1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.27212020033388984,0.6118831795075809,1.6387733126097856,-7.335,27,-7.0354,0.734368258402547,0.0,0.5556441634384619
Cc1ccc(C(=O)/N)cc1-c1ccccc1,Fc1ccc(C(N)=O)cc1-c1ccccc1,0.6139954853273137,0.8215917716701449,1.5238377061175647,-7.124,27,-7.0354,0.734368258402547,0.0,0.5236392274554911
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NC(=O)Oc1ccc(F)c(-c2ccccc2)c1,0.32220367278797996,0.863355498938569,1.7544290818405575,-7.46,27,-7.0354,0.734368258402547,0.0,0.48670650328578435
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NO)cc1Oc1ccccc1,0.8079625292740047,0.6433419893987855,1.7000199508787919,-7.337,27,-7.0354,0.734368258402547,0.0,0.36947075641503346
Cc1ccc(C(=O)NO)cc1Oc1ccccc1,Cc1ccc(C(=O)NC)cc1Oc1ccccc1,0.8113207547169812,0.8960394925915697,1.5731810368516435,-6.444,27,-7.0354,0.734368258402547,0.0,0.3345994389073642
Fc1ccc(S(=O)NN)cc1COc1ccccc1,NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.4276206322795341,0.9200371238111739,1.8295309948065697,-6.305,28,-7.044700000000001,0.736456849543889,0.0,inf
COC(=O)c1ccc(C)c(O-c2ccccc2)c1,COC(=O)c1ccc(C)c(-c2ccccc2)c1,0.31616341030195383,0.7330043306922945,1.450852158763631,-6.291,28,-7.044700000000001,0.736456849543889,0.0,inf
NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,NS(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.6242424242424243,0.9145299827408346,2.686257142649005,-6.818,28,-7.044700000000001,0.736456849543889,0.0,inf
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.428,28,-7.044700000000001,0.736456849543889,0.0,inf
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NNC(=O)c1ccc(F)c(-c2ccccc2)c1,1.0,0.4712874759931666,1.6705329279944028,-7.812,28,-7.044700000000001,0.736456849543889,0.0,inf
NC(=O)Oc1ccc(F)c(-c2ccccc2)c1,NC(=O)Oc1ccc(F)c(-c2ncccc2)c1,0.6006944444444444,0.8637400231527107,2.0155329279944034,-6.903,28,-7.044700000000001,0.736456849543889,0.0,0.8471128342475975
Cc1ccc(C(=O)/N)cc1-c1ccccc1,Fc1ccc(C(N)=O)cc1-c1ccccc1,0.6139954853273137,0.8215917716701449,1.5238377061175647,-7.124,28,-7.044700000000001,0.736456849543889,0.0,0.5932518142646434
Cc1ccc(C(=O)NN)cc1Oc1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.27212020033388984,0.6118831795075809,1.6387733126097856,-7.335,28,-7.044700000000001,0.736456849543889,0.0,0.5556441634384619
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NC(=O)Oc1ccc(F)c(-c2ccccc2)c1,0.32220367278797996,0.863355498938569,1.7544290818405575,-7.46,28,-7.044700000000001,0.736456849543889,0.0,0.4345151612345586
Fc1ccc(C(N)=O)cc1-c1ccccc1,CC(=O)c1ccc(F)c(-c2ccccc2)c1,0.7040358744394619,0.6965273702510633,1.4926561676560262,-6.971,28,-7.044700000000001,0.736456849543889,0.0,0.4029978938038349
Fc1ccc(S(=O)NN)cc1COc1ccccc1,NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.4276206322795341,0.9200371238111739,1.8295309948065697,-6.305,29,-6.9581,0.731625526299793,0.0,inf
COC(=O)c1ccc(C)c(O-c2ccccc2)c1,COC(=O)c1ccc(C)c(-c2ccccc2)c1,0.31616341030195383,0.7330043306922945,1.450852158763631,-6.291,29,-6.9581,0.731625526299793,0.0,inf
NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,NS(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.6242424242424243,0.9145299827408346,2.686257142649005,-6.818,29,-6.9581,0.731625526299793,0.0,inf
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.428,29,-6.9581,0.731625526299793,0.0,inf
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NNC(=O)c1ccc(F)c(-c2ccccc2)c1,1.0,0.4712874759931666,1.6705329279944028,-7.812,29,-6.9581,0.731625526299793,0.0,inf
Cc1ccc(C(=O)NN)cc1Oc1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.27212020033388984,0.6118831795075809,1.6387733126097856,-7.335,29,-6.9581,0.731625526299793,0.0,0.733289771924799
NC(=O)Oc1ccc(F)c(-c2ccccc2)c1,NC(=O)Oc1ccc(F)c(-c2ncccc2)c1,0.6006944444444444,0.8637400231527107,2.0155329279944034,-6.903,29,-6.9581,0.731625526299793,0.0,0.5996545818822684
Cc1ccc(C(=O)NN)cc1-c1ccccc1,Cc1ccc(C(=O)/N)cc1-c1ccccc1,0.8903743315508021,0.8150422664976107,1.4784161676560235,-6.594,29,-6.9581,0.731625526299793,0.0,0.535140149765494
Cc1ccc(C(=O)/N)cc1-c1ccccc1,Fc1ccc(C(N)=O)cc1-c1ccccc1,0.6139954853273137,0.8215917716701449,1.5238377061175647,-7.124,29,-6.9581,0.731625526299793,0.0,0.4558539185794448
Fc1ccc(C(N)=O)cc1-c1ccccc1,CC(=O)c1ccc(F)c(-c2ccccc2)c1,0.7040358744394619,0.6965273702510633,1.4926561676560262,-6.971,29,-6.9581,0.731625526299793,0.0,0.45037390374550723
Fc1ccc(S(=O)NN)cc1COc1ccccc1,NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.4276206322795341,0.9200371238111739,1.8295309948065697,-6.305,30,-6.9226,0.7381964011166415,0.0,inf
COC(=O)c1ccc(C)c(O-c2ccccc2)c1,COC(=O)c1ccc(C)c(-c2ccccc2)c1,0.31616341030195383,0.7330043306922945,1.450852158763631,-6.291,30,-6.9226,0.7381964011166415,0.0,inf
NC(=O)Oc1ccc(F)c(COc2ccccc2)c1,NS(=O)Oc1ccc(F)c(COc2ccccc2)c1,0.6242424242424243,0.9145299827408346,2.686257142649005,-6.818,30,-6.9226,0.7381964011166415,0.0,inf
Cc1ccc(C(=O)NN)cc1O-c1ccccc1,Cc1ccc(C(=O)NN)cc1-c1ccccc1,0.3350877192982456,0.4686117386813521,1.6279502356867113,-7.428,30,-6.9226,0.7381964011166415,0.0,inf
Fc1ccc(C(=O)NN)cc1-c1ccccc1,NNC(=O)c1ccc(F)c(-c2ccccc2)c1,1.0,0.4712874759931666,1.6705329279944028,-7.812,30,-6.9226,0.7381964011166415,0.0,inf
Cc1ccc(C(=O)NN)cc1Oc1ccccc1,Cc1ccc(C(=O)NO)cc1-c1ccccc1,0.27212020033388984,0.6118831795075809,1.6387733126097856,-7.335,30,-6.9226,0.7381964011166415,0.0,0.733289771924799
NC(=O)Oc1ccc(F)c(-c2ccccc2)c1,NC(=O)Oc1ccc(F)c(-c2ncccc2)c1,0.6006944444444444,0.8637400231527107,2.0155329279944034,-6.903,30,-6.9226,0.7381964011166415,0.0,0.6004732148064793
Fc1ccc(C(N)=O)cc1-c1ccccc1,CC(=O)c1ccc(F)c(-c2ccccc2)c1,0.7040358744394619,0.6965273702510633,1.4926561676560262,-6.971,30,-6.9226,0.7381964011166415,0.0,0.43656719763110885
NS(=O)Oc1ccc(F)c(COc2ccccc2)c1,NC(=O)Nc1ccc(F)c(COc2ccccc2)c1,0.4375,0.8873005198386276,1.719972020447596,-6.769,30,-6.9226,0.7381964011166415,0.0,0.38495711766701696
Cc1ccc(C(=O)NN)cc1-c1ccccc1,Cc1ccc(C(=O)/N)cc1-c1ccccc1,0.8903743315508021,0.8150422664976107,1.4784161676560235,-6.594,30,-6.9226,0.7381964011166415,0.0,0.3832640465070495
