source,smiles,similarity,qed,sa,ds,stage,epoch,mean_score,mean_score1
COC(=O)c1cc(F)cc(-c2ccccc2)c1,COC(=O)c1cc(I)cc(-c2ccccc2)c1,0.583969465648855,0.6159174192733775,1.7827588895328628,-6.12,24,27,-6.105700000000001,0.7872476431109698
Cc1ccc(C(=O)NO)nc1COc1ccccc1,Cc1ccc(S(=O)N=O)cc1Oc1ccccc1,0.15747126436781608,0.7903274688960816,2.9891411213456642,-6.146,6,27,-6.105700000000001,0.7872476431109698
NCC(CO)c1ccc(F)c(COc2cccnc2)c1,OCC(CO)c1ccc(F)c(COc2cccnc2)c1,0.8910133843212237,0.844361842295426,2.7926269634767884,-6.434,28,27,-6.105700000000001,0.7872476431109698
O=C(Cl)c1cc(Sc2cnccn2)ccn1,O=C(Cl)c1cc(Sc2nnccn2)ccn1,0.6444444444444445,0.7843646921703007,2.7250080071209073,-5.354,28,27,-6.105700000000001,0.7872476431109698
C/C(O)c1nc(-c2ccccc2)cs1,C(OC)c1nc(-c2ccccc2)cs1,0.7459016393442623,0.8173863165548462,2.3956271181499567,-5.648,20,27,-6.105700000000001,0.7872476431109698
OCCOc1ccc(F)c(-c2ncccn2)c1,N#COc1ccc(F)c(-c2ncccn2)c1,0.875,0.873552195738554,2.0644555928295674,-5.917,28,27,-6.105700000000001,0.7872476431109698
Cc1ccc(C(=O)ON)cc1COc1ccccc1,Cc1ccc(S(=O)ON)cc1COc1ccccc1,0.41086587436332767,0.8529001292627691,2.8322263734182354,-6.466,1,27,-6.105700000000001,0.7872476431109698
NCC(CO)c1ccc(F)c(COc2cccnc2)c1,OCC(CO)c1ccc(F)c(COc2cccnc2)c1,0.8910133843212237,0.844361842295426,2.7926269634767884,-6.434,29,28,-6.075899999999999,0.7624421970295576
ClC(=O)c1ccc(I)c(-c2ccccc2)c1,OCC(Cl)c1ccc(I)c(-c2ccccc2)c1,0.6265306122448979,0.5860656931538378,2.004256167656024,-6.047,28,28,-6.075899999999999,0.7624421970295576
NC(=O)c1cc(COc2ccccc2)c(N)nn1,NC(=O)c1cc(COc2ccccc2)c(F)nn1,0.6478076379066479,0.8248072122119411,2.2760742495213275,-6.391,23,28,-6.075899999999999,0.7624421970295576
COC(=O)c1cc(I)cc(-c2ccccc2)c1,COC(=O)c1cc(F)cc(-c2ccccc2)c1,0.583969465648855,0.6159174192733775,1.7827588895328628,-6.12,25,28,-6.075899999999999,0.7624421970295576
Cc1ccc(C(=O)NO)nc1COc1ccccc1,Cc1ccc(S(=O)N=O)cc1Oc1ccccc1,0.15747126436781608,0.7903274688960816,2.9891411213456642,-6.146,6,28,-6.075899999999999,0.7624421970295576
OCC(CO)c1ccc(F)c(COc2cccnc2)c1,OCC(OC)c1ccc(F)c(COc2cccnc2)c1,0.7688172043010753,0.8458225629526184,2.3204558763630985,-6.547,29,28,-6.075899999999999,0.7624421970295576
O=C(Cl)c1cc(Sc2nnccn2)ccn1,O=C(Cl)c1cc(Sc2nccnn2)cnn1,0.5533536585365854,0.7761414332124843,2.974675231201175,-5.468,29,28,-6.075899999999999,0.7624421970295576
C(OC)c1nc(-c2ccccc2)cs1,ClCc1nc(-c2ccccc2)cs1,0.6813186813186813,0.7681951411359466,1.7915237376621214,-5.367,21,28,-6.075899999999999,0.7624421970295576
N#COc1ccc(F)c(-c2ncccn2)c1,C#COc1ccc(F)c(-c2ncccn2)c1,0.899343544857768,0.7198830679010927,2.518269880030605,-5.773,29,28,-6.075899999999999,0.7624421970295576
Cc1ccc(C(=O)ON)cc1COc1ccccc1,Cc1ccc(S(=O)ON)cc1COc1ccccc1,0.41086587436332767,0.8529001292627691,2.8322263734182354,-6.466,1,28,-6.075899999999999,0.7624421970295576
OCC(CO)c1ccc(F)c(COc2cccnc2)c1,NCC(CO)c1ccc(F)c(COc2cccnc2)c1,0.8910133843212237,0.8458225629526184,2.3204558763630985,-6.547,30,29,-6.0845,0.7804379824840727
OCC(Cl)c1ccc(I)c(-c2ccccc2)c1,SCC(Cl)c1ccc(I)c(-c2ccccc2)c1,0.832967032967033,0.6429146391330163,2.7904917681445305,-5.995,29,29,-6.0845,0.7804379824840727
NC(=O)c1cc(COc2ccccc2)c(F)nn1,NC(=O)c1cc(COc2ccccc2)c(O)nn1,0.6321678321678321,0.8826275194092524,2.3590805843629568,-6.698,24,29,-6.0845,0.7804379824840727
COC(=O)c1cc(I)cc(-c2ccccc2)c1,COC(=O)c1cc(F)cc(-c2ccccc2)c1,0.583969465648855,0.7398924529084793,1.5675867741482499,-6.766,25,29,-6.0845,0.7804379824840727
Cc1ccc(C(=O)NO)nc1COc1ccccc1,Cc1ccc(S(=O)N=O)cc1Oc1ccccc1,0.15747126436781608,0.7903274688960816,2.9891411213456642,-6.146,6,29,-6.0845,0.7804379824840727
OCC(OC)c1ccc(F)c(COc2cccnc2)c1,COC(=O)c1ccc(F)c(COc2cccnc2)c1,0.6798623063683304,0.8809942670600454,2.7503233197520913,-5.967,30,29,-6.0845,0.7804379824840727
O=C(Cl)c1cc(Sc2nccnn2)cnn1,O=C(Cl)c1cc(-c2nccnn2)cnn1,0.3601003764115433,0.7601097179354915,3.3234809168199044,-5.287,30,29,-6.0845,0.7804379824840727
ClCc1nc(-c2ccccc2)cs1,SCSc1nc(-c2ccccc2)cs1,0.49612403100775193,0.6897984748681821,1.9293818552719841,-5.413,22,29,-6.0845,0.7804379824840727
C#COc1ccc(F)c(-c2ncccn2)c1,N#COc1ccc(F)c(-c2ncccn2)c1,0.899343544857768,0.7189925924147902,2.596268876686125,-5.56,30,29,-6.0845,0.7804379824840727
Cc1ccc(C(=O)ON)cc1COc1ccccc1,Cc1ccc(S(=O)ON)cc1COc1ccccc1,0.41086587436332767,0.8529001292627691,2.8322263734182354,-6.466,1,29,-6.0845,0.7804379824840727
OCC(CO)c1ccc(F)c(COc2cccnc2)c1,NCC(CO)c1ccc(F)c(COc2cccnc2)c1,0.8910133843212237,0.844361842295426,2.7926269634767884,-6.434,30,30,-6.0016,0.7192463007542396
OCC(Cl)c1ccc(I)c(-c2ccccc2)c1,SCC(Cl)c1ccc(I)c(-c2ccccc2)c1,0.832967032967033,0.4276600176832099,2.9066811912214536,-5.484,29,30,-6.0016,0.7192463007542396
NC(=O)c1cc(COc2ccccc2)c(F)nn1,NC(=O)c1cc(COc2ccccc2)c(O)nn1,0.6321678321678321,0.8319263846923469,2.3592869192045836,-6.317,24,30,-6.0016,0.7192463007542396
COC(=O)c1cc(I)cc(-c2ccccc2)c1,COC(=O)c1cc(F)cc(-c2ccccc2)c1,0.583969465648855,0.7398924529084793,1.5675867741482499,-6.766,25,30,-6.0016,0.7192463007542396
Cc1ccc(C(=O)NO)nc1COc1ccccc1,Cc1ccc(S(=O)N=O)cc1Oc1ccccc1,0.15747126436781608,0.7903274688960816,2.9891411213456642,-6.146,6,30,-6.0016,0.7192463007542396
OCC(OC)c1ccc(F)c(COc2cccnc2)c1,COC(=O)c1ccc(F)c(COc2cccnc2)c1,0.6798623063683304,0.7935992314465983,1.8823156101911849,-5.929,30,30,-6.0016,0.7192463007542396
O=C(Cl)c1cc(Sc2nccnn2)cnn1,O=C(Cl)c1cc(-c2nccnn2)cnn1,0.3601003764115433,0.6949017486873657,3.109822564242199,-5.538,30,30,-6.0016,0.7192463007542396
ClCc1nc(-c2ccccc2)cs1,SCSc1nc(-c2ccccc2)cs1,0.49612403100775193,0.49701066376902575,2.3641500040786294,-5.163,22,30,-6.0016,0.7192463007542396
C#COc1ccc(F)c(-c2ncccn2)c1,N#COc1ccc(F)c(-c2ncccn2)c1,0.899343544857768,0.7198830679010927,2.518269880030605,-5.773,30,30,-6.0016,0.7192463007542396
Cc1ccc(C(=O)ON)cc1COc1ccccc1,Cc1ccc(S(=O)ON)cc1COc1ccccc1,0.41086587436332767,0.8529001292627691,2.8322263734182354,-6.466,1,30,-6.0016,0.7192463007542396
